Participante,Modalidad,Edad,Género,Grupo,Validez,Creencia,ValidezxCreencia,Silogismo,Aceptación,Correctas,indice_creencia_norm
49,Resolución Individual,20.0,F,0,I,C,IC,7,0,1,0.25
49,Resolución Individual,20.0,F,0,I,I,II,8,0,1,0.25
50,Resolución Individual,23.0,F,0,V,C,VC,1,1,1,0.5
50,Resolución Individual,23.0,F,0,V,I,VI,2,0,0,0.5
50,Resolución Individual,23.0,F,0,I,C,IC,3,0,1,0.5
50,Resolución Individual,23.0,F,0,I,I,II,4,0,1,0.5
50,Resolución Individual,23.0,F,0,V,C,VC,5,1,1,0.5
50,Resolución Individual,23.0,F,0,V,I,VI,6,0,0,0.5
50,Resolución Individual,23.0,F,0,I,C,IC,7,0,1,0.5
50,Resolución Individual,23.0,F,0,I,I,II,8,0,1,0.5
51,Resolución Individual,23.0,F,0,V,C,VC,1,0,0,0.0
51,Resolución Individual,23.0,F,0,V,I,VI,2,1,1,0.0
51,Resolución Individual,23.0,F,0,I,C,IC,3,0,1,0.0
51,Resolución Individual,23.0,F,0,I,I,II,4,0,1,0.0
51,Resolución Individual,23.0,F,0,V,C,VC,5,0,0,0.0
51,Resolución Individual,23.0,F,0,V,I,VI,6,0,0,0.0
51,Resolución Individual,23.0,F,0,I,C,IC,7,1,0,0.0
51,Resolución Individual,23.0,F,0,I,I,II,8,0,1,0.0
52,Resolución Individual,23.0,M,0,V,C,VC,1,0,0,0.25
52,Resolución Individual,23.0,M,0,V,I,VI,2,0,0,0.25
52,Resolución Individual,23.0,M,0,I,C,IC,3,0,1,0.25
52,Resolución Individual,23.0,M,0,I,I,II,4,0,1,0.25
52,Resolución Individual,23.0,M,0,V,C,VC,5,0,0,0.25
52,Resolución Individual,23.0,M,0,V,I,VI,6,0,0,0.25
52,Resolución Individual,23.0,M,0,I,C,IC,7,1,0,0.25
52,Resolución Individual,23.0,M,0,I,I,II,8,0,1,0.25
53,Resolución Individual,21.0,F,0,V,C,VC,1,1,1,0.25
53,Resolución Individual,21.0,F,0,V,I,VI,2,0,0,0.25
53,Resolución Individual,21.0,F,0,I,C,IC,3,0,1,0.25
53,Resolución Individual,21.0,F,0,I,I,II,4,0,1,0.25
53,Resolución Individual,21.0,F,0,V,C,VC,5,1,1,0.25
53,Resolución Individual,21.0,F,0,V,I,VI,6,1,1,0.25
53,Resolución Individual,21.0,F,0,I,C,IC,7,0,1,0.25
53,Resolución Individual,21.0,F,0,I,I,II,8,0,1,0.25
54,Resolución Individual,22.0,M,0,V,C,VC,1,1,1,0.5
54,Resolución Individual,22.0,M,0,V,I,VI,2,0,0,0.5
54,Resolución Individual,22.0,M,0,I,C,IC,3,0,1,0.5
54,Resolución Individual,22.0,M,0,I,I,II,4,0,1,0.5
54,Resolución Individual,22.0,M,0,V,C,VC,5,1,1,0.5
54,Resolución Individual,22.0,M,0,V,I,VI,6,0,0,0.5
54,Resolución Individual,22.0,M,0,I,C,IC,7,0,1,0.5
54,Resolución Individual,22.0,M,0,I,I,II,8,0,1,0.5
55,Resolución Individual,28.0,F,0,V,C,VC,1,1,1,0.5
55,Resolución Individual,28.0,F,0,V,I,VI,2,0,0,0.5
55,Resolución Individual,28.0,F,0,I,C,IC,3,1,0,0.5
55,Resolución Individual,28.0,F,0,I,I,II,4,0,1,0.5
55,Resolución Individual,28.0,F,0,V,C,VC,5,0,0,0.5
55,Resolución Individual,28.0,F,0,V,I,VI,6,0,0,0.5
55,Resolución Individual,28.0,F,0,I,C,IC,7,0,1,0.5
55,Resolución Individual,28.0,F,0,I,I,II,8,0,1,0.5
56,Resolución Individual,51.0,F,0,V,C,VC,1,0,0,-1.0
56,Resolución Individual,51.0,F,0,V,I,VI,2,1,1,-1.0
56,Resolución Individual,51.0,F,0,I,C,IC,3,0,1,-1.0
56,Resolución Individual,51.0,F,0,I,I,II,4,1,0,-1.0
56,Resolución Individual,51.0,F,0,V,C,VC,5,0,0,-1.0
56,Resolución Individual,51.0,F,0,V,I,VI,6,1,1,-1.0
56,Resolución Individual,51.0,F,0,I,C,IC,7,0,1,-1.0
56,Resolución Individual,51.0,F,0,I,I,II,8,1,0,-1.0
57,Resolución Individual,23.0,M,0,V,C,VC,1,1,1,0.25
57,Resolución Individual,23.0,M,0,V,I,VI,2,1,1,0.25
57,Resolución Individual,23.0,M,0,I,C,IC,3,0,1,0.25
57,Resolución Individual,23.0,M,0,I,I,II,4,0,1,0.25
57,Resolución Individual,23.0,M,0,V,C,VC,5,1,1,0.25
57,Resolución Individual,23.0,M,0,V,I,VI,6,0,0,0.25
57,Resolución Individual,23.0,M,0,I,C,IC,7,0,1,0.25
57,Resolución Individual,23.0,M,0,I,I,II,8,0,1,0.25
58,Resolución Individual,21.0,F,0,V,C,VC,1,1,1,0.25
58,Resolución Individual,21.0,F,0,V,I,VI,2,0,0,0.25
58,Resolución Individual,21.0,F,0,I,C,IC,3,0,1,0.25
58,Resolución Individual,21.0,F,0,I,I,II,4,1,0,0.25
58,Resolución Individual,21.0,F,0,V,C,VC,5,1,1,0.25
58,Resolución Individual,21.0,F,0,V,I,VI,6,0,0,0.25
58,Resolución Individual,21.0,F,0,I,C,IC,7,1,0,0.25
58,Resolución Individual,21.0,F,0,I,I,II,8,1,0,0.25
59,Resolución Individual,20.0,F,0,V,C,VC,1,1,1,0.25
59,Resolución Individual,20.0,F,0,V,I,VI,2,1,1,0.25
59,Resolución Individual,20.0,F,0,I,C,IC,3,0,1,0.25
59,Resolución Individual,20.0,F,0,I,I,II,4,0,1,0.25
59,Resolución Individual,20.0,F,0,V,C,VC,5,1,1,0.25
59,Resolución Individual,20.0,F,0,V,I,VI,6,1,1,0.25
59,Resolución Individual,20.0,F,0,I,C,IC,7,1,0,0.25
59,Resolución Individual,20.0,F,0,I,I,II,8,0,1,0.25
60,Resolución Individual,22.0,F,0,V,C,VC,1,1,1,0.0
60,Resolución Individual,22.0,F,0,V,I,VI,2,1,1,0.0
60,Resolución Individual,22.0,F,0,I,C,IC,3,0,1,0.0
60,Resolución Individual,22.0,F,0,I,I,II,4,0,1,0.0
60,Resolución Individual,22.0,F,0,V,C,VC,5,1,1,0.0
60,Resolución Individual,22.0,F,0,V,I,VI,6,1,1,0.0
60,Resolución Individual,22.0,F,0,I,C,IC,7,0,1,0.0
60,Resolución Individual,22.0,F,0,I,I,II,8,0,1,0.0
61,Resolución Individual,21.0,O,0,V,C,VC,1,1,1,-0.25
61,Resolución Individual,21.0,O,0,V,I,VI,2,1,1,-0.25
61,Resolución Individual,21.0,O,0,I,C,IC,3,0,1,-0.25
61,Resolución Individual,21.0,O,0,I,I,II,4,0,1,-0.25
61,Resolución Individual,21.0,O,0,V,C,VC,5,0,0,-0.25
61,Resolución Individual,21.0,O,0,V,I,VI,6,1,1,-0.25
61,Resolución Individual,21.0,O,0,I,C,IC,7,0,1,-0.25
61,Resolución Individual,21.0,O,0,I,I,II,8,0,1,-0.25
62,Resolución Individual,21.0,M,0,V,C,VC,1,1,1,0.5
62,Resolución Individual,21.0,M,0,V,I,VI,2,0,0,0.5
62,Resolución Individual,21.0,M,0,I,C,IC,3,0,1,0.5
62,Resolución Individual,21.0,M,0,I,I,II,4,0,1,0.5
62,Resolución Individual,21.0,M,0,V,C,VC,5,1,1,0.5
62,Resolución Individual,21.0,M,0,V,I,VI,6,0,0,0.5
62,Resolución Individual,21.0,M,0,I,C,IC,7,0,1,0.5
62,Resolución Individual,21.0,M,0,I,I,II,8,0,1,0.5
63,Resolución Individual,37.0,F,0,V,C,VC,1,1,1,0.25
63,Resolución Individual,37.0,F,0,V,I,VI,2,0,0,0.25
63,Resolución Individual,37.0,F,0,I,C,IC,3,0,1,0.25
63,Resolución Individual,37.0,F,0,I,I,II,4,0,1,0.25
63,Resolución Individual,37.0,F,0,V,C,VC,5,1,1,0.25
63,Resolución Individual,37.0,F,0,V,I,VI,6,1,1,0.25
63,Resolución Individual,37.0,F,0,I,C,IC,7,1,0,0.25
63,Resolución Individual,37.0,F,0,I,I,II,8,1,0,0.25
64,Resolución Individual,20.0,F,0,V,C,VC,1,1,1,0.25
64,Resolución Individual,20.0,F,0,V,I,VI,2,1,1,0.25
64,Resolución Individual,20.0,F,0,I,C,IC,3,1,0,0.25
64,Resolución Individual,20.0,F,0,I,I,II,4,0,1,0.25
64,Resolución Individual,20.0,F,0,V,C,VC,5,1,1,0.25
64,Resolución Individual,20.0,F,0,V,I,VI,6,1,1,0.25
64,Resolución Individual,20.0,F,0,I,C,IC,7,0,1,0.25
64,Resolución Individual,20.0,F,0,I,I,II,8,0,1,0.25
65,Resolución Individual,21.0,F,0,V,C,VC,1,1,1,0.75
65,Resolución Individual,21.0,F,0,V,I,VI,2,0,0,0.75
65,Resolución Individual,21.0,F,0,I,C,IC,3,1,0,0.75
65,Resolución Individual,21.0,F,0,I,I,II,4,0,1,0.75
65,Resolución Individual,21.0,F,0,V,C,VC,5,0,0,0.75
65,Resolución Individual,21.0,F,0,V,I,VI,6,0,0,0.75
65,Resolución Individual,21.0,F,0,I,C,IC,7,1,0,0.75
65,Resolución Individual,21.0,F,0,I,I,II,8,0,1,0.75
66,Resolución Individual,20.0,F,0,V,C,VC,1,0,0,0.5
66,Resolución Individual,20.0,F,0,V,I,VI,2,0,0,0.5
66,Resolución Individual,20.0,F,0,I,C,IC,3,0,1,0.5
66,Resolución Individual,20.0,F,0,I,I,II,4,0,1,0.5
66,Resolución Individual,20.0,F,0,V,C,VC,5,1,1,0.5
66,Resolución Individual,20.0,F,0,V,I,VI,6,0,0,0.5
66,Resolución Individual,20.0,F,0,I,C,IC,7,1,0,0.5
66,Resolución Individual,20.0,F,0,I,I,II,8,0,1,0.5
67,Resolución Individual,20.0,F,0,V,C,VC,1,1,1,0.25
67,Resolución Individual,20.0,F,0,V,I,VI,2,0,0,0.25
67,Resolución Individual,20.0,F,0,I,C,IC,3,0,1,0.25
67,Resolución Individual,20.0,F,0,I,I,II,4,0,1,0.25
67,Resolución Individual,20.0,F,0,V,C,VC,5,0,0,0.25
67,Resolución Individual,20.0,F,0,V,I,VI,6,0,0,0.25
67,Resolución Individual,20.0,F,0,I,C,IC,7,0,1,0.25
67,Resolución Individual,20.0,F,0,I,I,II,8,0,1,0.25
68,Resolución Individual,21.0,F,0,V,C,VC,1,1,1,0.25
68,Resolución Individual,21.0,F,0,V,I,VI,2,0,0,0.25
68,Resolución Individual,21.0,F,0,I,C,IC,3,1,0,0.25
68,Resolución Individual,21.0,F,0,I,I,II,4,0,1,0.25
68,Resolución Individual,21.0,F,0,V,C,VC,5,0,0,0.25
68,Resolución Individual,21.0,F,0,V,I,VI,6,1,1,0.25
68,Resolución Individual,21.0,F,0,I,C,IC,7,0,1,0.25
68,Resolución Individual,21.0,F,0,I,I,II,8,0,1,0.25
69,Resolución Individual,24.0,F,0,V,C,VC,1,1,1,0.25
69,Resolución Individual,24.0,F,0,V,I,VI,2,1,1,0.25
69,Resolución Individual,24.0,F,0,I,C,IC,3,1,0,0.25
69,Resolución Individual,24.0,F,0,I,I,II,4,0,1,0.25
69,Resolución Individual,24.0,F,0,V,C,VC,5,1,1,0.25
69,Resolución Individual,24.0,F,0,V,I,VI,6,1,1,0.25
69,Resolución Individual,24.0,F,0,I,C,IC,7,0,1,0.25
69,Resolución Individual,24.0,F,0,I,I,II,8,0,1,0.25
70,Resolución Individual,24.0,F,0,V,C,VC,1,1,1,0.75
70,Resolución Individual,24.0,F,0,V,I,VI,2,0,0,0.75
70,Resolución Individual,24.0,F,0,I,C,IC,3,1,0,0.75
70,Resolución Individual,24.0,F,0,I,I,II,4,0,1,0.75
70,Resolución Individual,24.0,F,0,V,C,VC,5,0,0,0.75
70,Resolución Individual,24.0,F,0,V,I,VI,6,0,0,0.75
70,Resolución Individual,24.0,F,0,I,C,IC,7,1,0,0.75
70,Resolución Individual,24.0,F,0,I,I,II,8,0,1,0.75
71,Resolución Individual,23.0,F,0,V,C,VC,1,1,1,0.5
71,Resolución Individual,23.0,F,0,V,I,VI,2,1,1,0.5
71,Resolución Individual,23.0,F,0,I,C,IC,3,1,0,0.5
71,Resolución Individual,23.0,F,0,I,I,II,4,0,1,0.5
71,Resolución Individual,23.0,F,0,V,C,VC,5,1,1,0.5
71,Resolución Individual,23.0,F,0,V,I,VI,6,1,1,0.5
71,Resolución Individual,23.0,F,0,I,C,IC,7,1,0,0.5
71,Resolución Individual,23.0,F,0,I,I,II,8,0,1,0.5
72,Resolución Individual,21.0,F,0,V,C,VC,1,1,1,0.0
72,Resolución Individual,21.0,F,0,V,I,VI,2,1,1,0.0
72,Resolución Individual,21.0,F,0,I,C,IC,3,0,1,0.0
72,Resolución Individual,21.0,F,0,I,I,II,4,0,1,0.0
72,Resolución Individual,21.0,F,0,V,C,VC,5,1,1,0.0
72,Resolución Individual,21.0,F,0,V,I,VI,6,1,1,0.0
72,Resolución Individual,21.0,F,0,I,C,IC,7,0,1,0.0
72,Resolución Individual,21.0,F,0,I,I,II,8,0,1,0.0
73,Resolución Individual,22.0,F,0,V,C,VC,1,1,1,0.5
73,Resolución Individual,22.0,F,0,V,I,VI,2,1,1,0.5
73,Resolución Individual,22.0,F,0,I,C,IC,3,1,0,0.5
73,Resolución Individual,22.0,F,0,I,I,II,4,0,1,0.5
73,Resolución Individual,22.0,F,0,V,C,VC,5,1,1,0.5
73,Resolución Individual,22.0,F,0,V,I,VI,6,1,1,0.5
73,Resolución Individual,22.0,F,0,I,C,IC,7,1,0,0.5
73,Resolución Individual,22.0,F,0,I,I,II,8,0,1,0.5
74,Resolución Individual,20.0,F,0,V,C,VC,1,1,1,0.25
74,Resolución Individual,20.0,F,0,V,I,VI,2,1,1,0.25
74,Resolución Individual,20.0,F,0,I,C,IC,3,0,1,0.25
74,Resolución Individual,20.0,F,0,I,I,II,4,0,1,0.25
74,Resolución Individual,20.0,F,0,V,C,VC,5,1,1,0.25
74,Resolución Individual,20.0,F,0,V,I,VI,6,1,1,0.25
74,Resolución Individual,20.0,F,0,I,C,IC,7,1,0,0.25
74,Resolución Individual,20.0,F,0,I,I,II,8,0,1,0.25
75,Resolución Individual,22.0,M,0,V,C,VC,1,1,1,0.5
75,Resolución Individual,22.0,M,0,V,I,VI,2,0,0,0.5
75,Resolución Individual,22.0,M,0,I,C,IC,3,1,0,0.5
75,Resolución Individual,22.0,M,0,I,I,II,4,0,1,0.5
75,Resolución Individual,22.0,M,0,V,C,VC,5,0,0,0.5
75,Resolución Individual,22.0,M,0,V,I,VI,6,0,0,0.5
75,Resolución Individual,22.0,M,0,I,C,IC,7,0,1,0.5
75,Resolución Individual,22.0,M,0,I,I,II,8,0,1,0.5
76,Resolución Individual,20.0,M,0,V,C,VC,1,1,1,0.0
76,Resolución Individual,20.0,M,0,V,I,VI,2,0,0,0.0
76,Resolución Individual,20.0,M,0,I,C,IC,3,0,1,0.0
76,Resolución Individual,20.0,M,0,I,I,II,4,0,1,0.0
76,Resolución Individual,20.0,M,0,V,C,VC,5,1,1,0.0
76,Resolución Individual,20.0,M,0,V,I,VI,6,1,1,0.0
76,Resolución Individual,20.0,M,0,I,C,IC,7,0,1,0.0
76,Resolución Individual,20.0,M,0,I,I,II,8,1,0,0.0
77,Resolución Individual,23.0,M,0,V,C,VC,1,1,1,0.75
77,Resolución Individual,23.0,M,0,V,I,VI,2,0,0,0.75
77,Resolución Individual,23.0,M,0,I,C,IC,3,0,1,0.75
77,Resolución Individual,23.0,M,0,I,I,II,4,0,1,0.75
77,Resolución Individual,23.0,M,0,V,C,VC,5,1,1,0.75
77,Resolución Individual,23.0,M,0,V,I,VI,6,0,0,0.75
77,Resolución Individual,23.0,M,0,I,C,IC,7,1,0,0.75
77,Resolución Individual,23.0,M,0,I,I,II,8,0,1,0.75
78,Resolución Individual,58.0,M,0,V,C,VC,1,1,1,0.5
78,Resolución Individual,58.0,M,0,V,I,VI,2,0,0,0.5
78,Resolución Individual,58.0,M,0,I,C,IC,3,0,1,0.5
78,Resolución Individual,58.0,M,0,I,I,II,4,0,1,0.5
78,Resolución Individual,58.0,M,0,V,C,VC,5,1,1,0.5
78,Resolución Individual,58.0,M,0,V,I,VI,6,1,1,0.5
78,Resolución Individual,58.0,M,0,I,C,IC,7,1,0,0.5
78,Resolución Individual,58.0,M,0,I,I,II,8,0,1,0.5
79,Resolución Individual,23.0,M,0,V,C,VC,1,1,1,0.5
79,Resolución Individual,23.0,M,0,V,I,VI,2,0,0,0.5
79,Resolución Individual,23.0,M,0,I,C,IC,3,1,0,0.5
79,Resolución Individual,23.0,M,0,I,I,II,4,0,1,0.5
79,Resolución Individual,23.0,M,0,V,C,VC,5,0,0,0.5
79,Resolución Individual,23.0,M,0,V,I,VI,6,0,0,0.5
79,Resolución Individual,23.0,M,0,I,C,IC,7,0,1,0.5
79,Resolución Individual,23.0,M,0,I,I,II,8,0,1,0.5
80,Resolución Individual,22.0,F,0,V,C,VC,1,1,1,0.0
80,Resolución Individual,22.0,F,0,V,I,VI,2,1,1,0.0
80,Resolución Individual,22.0,F,0,I,C,IC,3,0,1,0.0
80,Resolución Individual,22.0,F,0,I,I,II,4,0,1,0.0
80,Resolución Individual,22.0,F,0,V,C,VC,5,1,1,0.0
80,Resolución Individual,22.0,F,0,V,I,VI,6,1,1,0.0
80,Resolución Individual,22.0,F,0,I,C,IC,7,0,1,0.0
80,Resolución Individual,22.0,F,0,I,I,II,8,0,1,0.0
81,Resolución Individual,21.0,F,0,V,C,VC,1,1,1,0.0
81,Resolución Individual,21.0,F,0,V,I,VI,2,1,1,0.0
81,Resolución Individual,21.0,F,0,I,C,IC,3,0,1,0.0
81,Resolución Individual,21.0,F,0,I,I,II,4,0,1,0.0
81,Resolución Individual,21.0,F,0,V,C,VC,5,1,1,0.0
81,Resolución Individual,21.0,F,0,V,I,VI,6,1,1,0.0
81,Resolución Individual,21.0,F,0,I,C,IC,7,0,1,0.0
81,Resolución Individual,21.0,F,0,I,I,II,8,0,1,0.0
82,Resolución Individual,23.0,M,0,V,C,VC,1,0,0,0.25
82,Resolución Individual,23.0,M,0,V,I,VI,2,0,0,0.25
82,Resolución Individual,23.0,M,0,I,C,IC,3,0,1,0.25
82,Resolución Individual,23.0,M,0,I,I,II,4,0,1,0.25
82,Resolución Individual,23.0,M,0,V,C,VC,5,1,1,0.25
82,Resolución Individual,23.0,M,0,V,I,VI,6,1,1,0.25
82,Resolución Individual,23.0,M,0,I,C,IC,7,1,0,0.25
82,Resolución Individual,23.0,M,0,I,I,II,8,0,1,0.25
83,Resolución Individual,22.0,F,0,V,C,VC,1,1,1,0.5
83,Resolución Individual,22.0,F,0,V,I,VI,2,0,0,0.5
83,Resolución Individual,22.0,F,0,I,C,IC,3,1,0,0.5
83,Resolución Individual,22.0,F,0,I,I,II,4,0,1,0.5
83,Resolución Individual,22.0,F,0,V,C,VC,5,1,1,0.5
83,Resolución Individual,22.0,F,0,V,I,VI,6,1,1,0.5
83,Resolución Individual,22.0,F,0,I,C,IC,7,1,0,0.5
83,Resolución Individual,22.0,F,0,I,I,II,8,1,0,0.5
84,Resolución Individual,32.0,F,0,V,C,VC,1,0,0,-0.25
84,Resolución Individual,32.0,F,0,V,I,VI,2,1,1,-0.25
84,Resolución Individual,32.0,F,0,I,C,IC,3,0,1,-0.25
84,Resolución Individual,32.0,F,0,I,I,II,4,0,1,-0.25
84,Resolución Individual,32.0,F,0,V,C,VC,5,1,1,-0.25
84,Resolución Individual,32.0,F,0,V,I,VI,6,1,1,-0.25
84,Resolución Individual,32.0,F,0,I,C,IC,7,0,1,-0.25
84,Resolución Individual,32.0,F,0,I,I,II,8,0,1,-0.25
85,Resolución Individual,27.0,M,0,V,C,VC,1,1,1,0.5
85,Resolución Individual,27.0,M,0,V,I,VI,2,0,0,0.5
85,Resolución Individual,27.0,M,0,I,C,IC,3,0,1,0.5
85,Resolución Individual,27.0,M,0,I,I,II,4,0,1,0.5
85,Resolución Individual,27.0,M,0,V,C,VC,5,0,0,0.5
85,Resolución Individual,27.0,M,0,V,I,VI,6,0,0,0.5
85,Resolución Individual,27.0,M,0,I,C,IC,7,1,0,0.5
85,Resolución Individual,27.0,M,0,I,I,II,8,0,1,0.5
86,Resolución Individual,20.0,M,0,V,C,VC,1,1,1,0.5
86,Resolución Individual,20.0,M,0,V,I,VI,2,1,1,0.5
86,Resolución Individual,20.0,M,0,I,C,IC,3,1,0,0.5
86,Resolución Individual,20.0,M,0,I,I,II,4,0,1,0.5
86,Resolución Individual,20.0,M,0,V,C,VC,5,1,1,0.5
86,Resolución Individual,20.0,M,0,V,I,VI,6,1,1,0.5
86,Resolución Individual,20.0,M,0,I,C,IC,7,1,0,0.5
86,Resolución Individual,20.0,M,0,I,I,II,8,0,1,0.5
87,Resolución Individual,24.0,M,0,V,C,VC,1,1,1,0.5
87,Resolución Individual,24.0,M,0,V,I,VI,2,0,0,0.5
87,Resolución Individual,24.0,M,0,I,C,IC,3,0,1,0.5
87,Resolución Individual,24.0,M,0,I,I,II,4,0,1,0.5
87,Resolución Individual,24.0,M,0,V,C,VC,5,1,1,0.5
87,Resolución Individual,24.0,M,0,V,I,VI,6,0,0,0.5
87,Resolución Individual,24.0,M,0,I,C,IC,7,0,1,0.5
87,Resolución Individual,24.0,M,0,I,I,II,8,0,1,0.5
88,Resolución Individual,22.0,F,0,V,C,VC,1,0,0,-0.25
88,Resolución Individual,22.0,F,0,V,I,VI,2,1,1,-0.25
88,Resolución Individual,22.0,F,0,I,C,IC,3,0,1,-0.25
88,Resolución Individual,22.0,F,0,I,I,II,4,0,1,-0.25
88,Resolución Individual,22.0,F,0,V,C,VC,5,1,1,-0.25
88,Resolución Individual,22.0,F,0,V,I,VI,6,1,1,-0.25
88,Resolución Individual,22.0,F,0,I,C,IC,7,0,1,-0.25
88,Resolución Individual,22.0,F,0,I,I,II,8,0,1,-0.25
89,Resolución Individual,21.0,F,0,V,C,VC,1,1,1,0.5
89,Resolución Individual,21.0,F,0,V,I,VI,2,0,0,0.5
89,Resolución Individual,21.0,F,0,I,C,IC,3,0,1,0.5
89,Resolución Individual,21.0,F,0,I,I,II,4,0,1,0.5
89,Resolución Individual,21.0,F,0,V,C,VC,5,1,1,0.5
89,Resolución Individual,21.0,F,0,V,I,VI,6,0,0,0.5
89,Resolución Individual,21.0,F,0,I,C,IC,7,0,1,0.5
89,Resolución Individual,21.0,F,0,I,I,II,8,0,1,0.5
90,Resolución Individual,22.0,M,0,V,C,VC,1,1,1,0.5
90,Resolución Individual,22.0,M,0,V,I,VI,2,0,0,0.5
90,Resolución Individual,22.0,M,0,I,C,IC,3,0,1,0.5
90,Resolución Individual,22.0,M,0,I,I,II,4,0,1,0.5
90,Resolución Individual,22.0,M,0,V,C,VC,5,1,1,0.5
90,Resolución Individual,22.0,M,0,V,I,VI,6,1,1,0.5
90,Resolución Individual,22.0,M,0,I,C,IC,7,1,0,0.5
90,Resolución Individual,22.0,M,0,I,I,II,8,0,1,0.5
91,Resolución Individual,22.0,F,0,V,C,VC,1,1,1,1.0
91,Resolución Individual,22.0,F,0,V,I,VI,2,0,0,1.0
91,Resolución Individual,22.0,F,0,I,C,IC,3,1,0,1.0
91,Resolución Individual,22.0,F,0,I,I,II,4,0,1,1.0
91,Resolución Individual,22.0,F,0,V,C,VC,5,1,1,1.0
91,Resolución Individual,22.0,F,0,V,I,VI,6,0,0,1.0
91,Resolución Individual,22.0,F,0,I,C,IC,7,1,0,1.0
91,Resolución Individual,22.0,F,0,I,I,II,8,0,1,1.0
92,Resolución Individual,21.0,F,0,V,C,VC,1,1,1,0.25
92,Resolución Individual,21.0,F,0,V,I,VI,2,1,1,0.25
92,Resolución Individual,21.0,F,0,I,C,IC,3,0,1,0.25
92,Resolución Individual,21.0,F,0,I,I,II,4,0,1,0.25
92,Resolución Individual,21.0,F,0,V,C,VC,5,1,1,0.25
92,Resolución Individual,21.0,F,0,V,I,VI,6,1,1,0.25
92,Resolución Individual,21.0,F,0,I,C,IC,7,1,0,0.25
92,Resolución Individual,21.0,F,0,I,I,II,8,0,1,0.25
93,Resolución Individual,39.0,F,0,V,C,VC,1,1,1,0.25
93,Resolución Individual,39.0,F,0,V,I,VI,2,1,1,0.25
93,Resolución Individual,39.0,F,0,I,C,IC,3,0,1,0.25
93,Resolución Individual,39.0,F,0,I,I,II,4,0,1,0.25
93,Resolución Individual,39.0,F,0,V,C,VC,5,1,1,0.25
93,Resolución Individual,39.0,F,0,V,I,VI,6,1,1,0.25
93,Resolución Individual,39.0,F,0,I,C,IC,7,1,0,0.25
93,Resolución Individual,39.0,F,0,I,I,II,8,0,1,0.25
94,Resolución Individual,21.0,F,0,V,C,VC,1,1,1,0.0
94,Resolución Individual,21.0,F,0,V,I,VI,2,1,1,0.0
94,Resolución Individual,21.0,F,0,I,C,IC,3,0,1,0.0
94,Resolución Individual,21.0,F,0,I,I,II,4,0,1,0.0
94,Resolución Individual,21.0,F,0,V,C,VC,5,1,1,0.0
94,Resolución Individual,21.0,F,0,V,I,VI,6,1,1,0.0
94,Resolución Individual,21.0,F,0,I,C,IC,7,0,1,0.0
94,Resolución Individual,21.0,F,0,I,I,II,8,0,1,0.0
95,Resolución Individual,21.0,F,0,V,C,VC,1,1,1,0.0
95,Resolución Individual,21.0,F,0,V,I,VI,2,1,1,0.0
95,Resolución Individual,21.0,F,0,I,C,IC,3,0,1,0.0
95,Resolución Individual,21.0,F,0,I,I,II,4,0,1,0.0
95,Resolución Individual,21.0,F,0,V,C,VC,5,0,0,0.0
95,Resolución Individual,21.0,F,0,V,I,VI,6,0,0,0.0
95,Resolución Individual,21.0,F,0,I,C,IC,7,0,1,0.0
95,Resolución Individual,21.0,F,0,I,I,II,8,0,1,0.0
96,Resolución Individual,20.0,F,0,V,C,VC,1,1,1,0.25
96,Resolución Individual,20.0,F,0,V,I,VI,2,1,1,0.25
96,Resolución Individual,20.0,F,0,I,C,IC,3,0,1,0.25
96,Resolución Individual,20.0,F,0,I,I,II,4,0,1,0.25
96,Resolución Individual,20.0,F,0,V,C,VC,5,1,1,0.25
96,Resolución Individual,20.0,F,0,V,I,VI,6,1,1,0.25
96,Resolución Individual,20.0,F,0,I,C,IC,7,1,0,0.25
96,Resolución Individual,20.0,F,0,I,I,II,8,0,1,0.25
97,Resolución Individual,24.0,M,0,V,C,VC,1,1,1,0.5
97,Resolución Individual,24.0,M,0,V,I,VI,2,0,0,0.5
97,Resolución Individual,24.0,M,0,I,C,IC,3,0,1,0.5
97,Resolución Individual,24.0,M,0,I,I,II,4,0,1,0.5
97,Resolución Individual,24.0,M,0,V,C,VC,5,1,1,0.5
97,Resolución Individual,24.0,M,0,V,I,VI,6,0,0,0.5
97,Resolución Individual,24.0,M,0,I,C,IC,7,0,1,0.5
97,Resolución Individual,24.0,M,0,I,I,II,8,0,1,0.5
98,Resolución Individual,52.0,M,0,V,C,VC,1,1,1,0.75
98,Resolución Individual,52.0,M,0,V,I,VI,2,0,0,0.75
98,Resolución Individual,52.0,M,0,I,C,IC,3,1,0,0.75
98,Resolución Individual,52.0,M,0,I,I,II,4,0,1,0.75
98,Resolución Individual,52.0,M,0,V,C,VC,5,1,1,0.75
98,Resolución Individual,52.0,M,0,V,I,VI,6,0,0,0.75
98,Resolución Individual,52.0,M,0,I,C,IC,7,0,1,0.75
98,Resolución Individual,52.0,M,0,I,I,II,8,0,1,0.75
99,Resolución Individual,22.0,M,0,V,C,VC,1,1,1,0.75
99,Resolución Individual,22.0,M,0,V,I,VI,2,0,0,0.75
99,Resolución Individual,22.0,M,0,I,C,IC,3,0,1,0.75
99,Resolución Individual,22.0,M,0,I,I,II,4,0,1,0.75
99,Resolución Individual,22.0,M,0,V,C,VC,5,1,1,0.75
99,Resolución Individual,22.0,M,0,V,I,VI,6,0,0,0.75
